WorkID	ISBN	Year
15744431	031609756X	2012.0
17156027	0345529723	2011.0
14523019	1442411902	2011.0
21365702	1477661875	2012.0
21468729	9776376444	2013.0
48870448	1682304566	2016.0
17992883	0525425926	2013.0
21619503	0553897861	2003.0
49243235	1503991067	2016.0
18518411	1482359006	2013.0
346544	1415858381	2007.0
24749971	110160218X	2014.0
3876012	9992194294	2012.0
2801584	1593072961	2005.0
49477649	0385541198	2016.0
48263544	1910751774	2016.0
922689	0140249990	1995.0
46189043	150396440X	2016.0
18056954	1451648979	2012.0
75443	0441810764	1988.0
18365161	1451617755	2012.0
21490715	1611095778	2012.0
21882391	1481058134	2012.0
44476984	1503944379	2015.0
11852	0006755143	2000.0
42755300	1501107968	2016.0
18968802	1476248958	2012.0
4414	0618391002	2003.0
16152936	1455599050	2014.0
21894970	1482332574	2013.0
2665123	0375829075	2004.0
2564478	0375831436	2005.0
13597737	0312530641	2009.0
23743714	1419944673	2013.0
18231129	1611096243	2012.0
1710545	0140374558	1995.0
25789248	163392095X	2017.0
372756	0679777547	1998.0
17947342	031609983X	2012.0
2508823	1408846403	2013.0
17150	0618390979	2003.0
45355236	1101998881	2017.0
25040772	0989450252	2014.0
18530561	1475102542	2012.0
21416605	031621082X	2013.0
25473547	098907837X	2013.0
40771304	9776386849	2014.0
24886836	1476755604	2013.0
21961950	1480225649	2012.0
23348933	1455550817	2014.0
42456264	0356504220	2015.0
17305270	1451626096	2013.0
25693920	145556513X	2015.0
45519636	1471157326	2015.0
19143978	0615803830	2013.0
21751013	1472208781	2013.0
2556437	fanfic	2007.0
20716929	1618680528	2012.0
21990424	1477898158	2014.0
50435175	1338109065	2016.0
27881851	online	2010.0
44394457	1477870865	2015.0
16908743	1452662584	2013.0
24333997	147675652X	2013.0
21936139	1481960741	2013.0
16558719	1463514581	2011.0
4576703	1478948280	2018.0
21734801	1476744084	2013.0
3735566	9771779834	2008.0
25758268	1466854235	2014.0
48619088	1942215398	2016.0
5238959	0061231401	2009.0
44997190	150390623X	2015.0
23981204	1628470356	2013.0
21440678	1619213796	2012.0
25818706	1611092442	2015.0
19228205	1482318687	2013.0
6798790	6140112494	2007.0
21899016	0718015592	2006.0
44017762	1477879404	2015.0
37105995	0091949017	2014.0
26628578	1940026024	2013.0
24809815	1484076249	2013.0
5220803	1440641587	2008.0
6882002	1421537273	2010.0
45221017	1310661774	2016.0
24346290	1335009191	2019.0
45217167	1775293955	2016.0
21943963	1476735603	2013.0
7412679	0374534144	2013.0
50572087	1942215460	2016.0
25692046	1926801059	2010.0
21899204	042526985X	2013.0
2508820	1408857286	2015.0
21940541	1460301463	2012.0
22006731	1455599255	2013.0
32464091	009959515X	2014.0
45362463	151738799X	2015.0
4111509	0241252083	2016.0
16313871	0615408982	2014.0
23676586	1482792621	2013.0
19154849	0692341528	2014.0
42102987	0990715701	2014.0
16152935	1455599085	2014.0
24948170	1476754144	2013.0
25887622	0062324675	2015.0
23984106	0804176795	2013.0
40783698	0345536150	2012.0
51814255	0316387843	2017.0
26129516	1495307352	2014.0
25808543	1501401491	2015.0
40153468	0957652232	2014.0
25389331	0062285653	2014.0
192659	159554156X	2007.0
50407655	1455520675	2018.0
24486783	0062294784	2022.0
19028214	9770930997	2012.0
6964146	1503998592	2017.0
26384073	0141355204	2014.0
81594	1401301304	2007.0
25338951	1476756546	2014.0
3376763	9770104771	1970
43191048	1501125710	2022.0
25133915	162704020X	2013.0
23682783	0062302418	2013.0
1673783	0743287932	2004.0
25720207	0349405808	2014.0
15617293	9953566232	2011.0
2516225	190630002X	2008.0
1379592	0064470598	1990.0
18562276	1948427362	2020.0
18682640	1455599220	2013.0
21895518	1491208295	2013.0
16544641	1611094763	2012.0
48171	0800717880	2001.0
21568137	1723142751	2018.0
2403384	0316106542	2006.0
18077623	0345528506	2012.0
24673151	0989281000	2013.0
2490700	6028811440	2007.0
26104459	1455591718	2015.0
45762345	0062439596	2019.0
944238	0060519517	2004.0
16384520	0553391879	2014.0
23676597	1484807944	2013.0
24939	0936184744	2004.0
46022931	1593080565	2003.0
25220380	6140102006	2013.0
9117451	0316084263	2010.0
21966987	0988812509	2012.0
14637456	0142196584	2010.0
254672	0752858785	2006.0
21913852	1490412727	2013.0
16189235	0141347465	2013.0
51396954	039360909X	2017.0
6543745	0983706344	2013.0
21464225	1620612917	2013.0
41346452	1940026059	2014.0
17055200	146634444X	2012.0
23861901	1477851038	2014.0
13505950	0734411847	2010.0
13086736	9774166159	2014.0
21826887	1479390046	2012.0
18034302	1455599204	2013.0
6560290	1742372627	2010.0
10561678	1476741220	2013.0
1877750	0316219185	2014.0
14188292	0425274268	2015.0
40725766	0991379659	2014.0
24852550	1405914939	2014.0
21388692	1476726043	2013.0
21876920	1477817506	2014.0
41120683	0451417070	2015.0
23905943	1490471103	2013.0
25003611	0062304828	2013.0
49185839	1503988392	2016.0
21905189	0312594437	2013.0
24567191	1490339973	2013.0
17839042	1475009860	2012.0
48358625	0063325853	2023.0
10722156	1501099027	2014.0
21837591	1477805052	2013.0
21932118	1301345679	2013.0
46115850	1910751243	2015.0
21881113	1476782318	2014.0
25122168	1490505776	2013.0
41797265	080509668X	2014.0
43193467	0062320130	2015.0
24802085	1477871578	2015.0
18115826	1538744368	2017.0
19197480	1475154771	2012.0
24490654	1455554146	2014.0
14553962	9770930660	2011.0
47752	0448445867	2006.0
42367516	1477870458	2015.0
22427720	1477858660	2013.0
23362106	1611099285	2013.0
21824493	1479398772	2012.0
49952105	1538756617	2023.0
41179885	147787027X	2014.0
16101664	0989465004	2013.0
24951197	1491296518	2013.0
43324367	1511847506	2015.0
43076069	1477878696	2015.0
40094032	0990317005	2017.0
6697677	1586486942	2009.0
563704	0060878134	2006.0
5692065	1944083103	2021.0
24167516	0615822762	2013.0
44077500	1909490911	2015.0
19804206	1476717516	2012.0
25463804	1477899227	2014.0
23986486	1626204640	2013.0
24495476	0451465261	2014.0
19051451	162111385X	2012.0
25633433	147677594X	2014.0
20394260	1478215771	2012.0
13024053	153309070X	2016.0
16792070	1444784846	2014.0
1231363	1905432453	2005.0
42670459	0062424521	2015.0
1442776	034073339X	2001.0
21562220	1481406701	2014.0
46209108	069252777X	2015.0
21429192	1455599115	2014.0
25280045	1477809732	2014.0
13723008	0312595689	2011.0
24585130	1477859780	2013.0
23741757	0545551455	2014.0
25313644	1301364754	2013.0
44594236	150390024X	2015.0
17897317	0615553028	2011.0
15493868	1250005647	2013.0
14161759	1475244207	2012.0
41421218	1477878734	2015.0
25382416	0425272346	2014.0
26116275	1250052394	2015.0
25548248	1491231130	2013.0
19254508	0615803873	2013.0
14749921	1492291560	2013.0
24948174	1476755094	2013.0
43283626	1940026113	2014.0
24434349	0307957217	2015.0
45688257	150392873X	2016.0
15632745	9953566178	2011.0
49744435	1455541664	2016.0
2703638	6035000533	2008.0
19263822	0615590586	2012.0
28402852	0692221913	2014.0
111166	0451211634	2004.0
45656922	1940941717	2015.0
25423841	8542213130	2013.0
41849150	1481443143	2015.0
43302330	613321368X	2010.0
47453830	1942215355	2016.0
42911918	0451475607	2015.0
25655088	1682304833	2016.0
24946137	1476764468	2013.0
795790	141694737X	2007.0
25482099	0991379616	2014.0
18236513	1452662592	2013.0
2508818	9953890587	2009.0
25205902	1476763623	2014.0
16152938	0615782140	2013.0
47804789	1250105609	2017.0
21423965	0345537106	2012.0
23642301	1482747634	2013.0
18440614	149616640X	2014.0
21396257	0345545877	2015.0
26039753	0425265641	2015.0
162784	0425126064	1991.0
22023268	1484920147	2013.0
24581193	0991677196	2013.0
21480584	0307962695	2013.0
17264774	1101585196	2012.0
23581952	0425274276	2015.0
42172145	1494560305	2015.0
24897193	0062302426	2014.0
24948181	1476755108	2013.0
2260195	0439287197	2001.0
41796499	0804178453	2015.0
15727084	0615774237	2013.0
21408119	1476717532	2012.0
43508893	1477880046	2015.0
26584442	045147077X	2015.0
45286444	1501117696	2015.0
25403808	0988742942	2013.0
15872322	0983475431	2019.0
23852412	1455599271	2014.0
21857831	1492600970	2014.0
24956525	1476756570	2014.0
16959274	977093092X	2012.0
21872840	9992195746	2012.0
41912642	1500847232	2014.0
52218770	1781106274	2016.0
26737294	0062317601	2015.0
2029633	1561371734	2000.0
2072467	1556524412	2002.0
23852415	0615766412	2013.0
13210557	0748122680	2012.0
41322201	0698197658	2015.0
6883482	9792275940	2011.0
18721148	1408832860	2012.0
15727095	069232366X	2014.0
14818841	0399157697	2011.0
47306041	1503934152	2016.0
42705109	1455582344	2014.0
2127653	1421513757	2007.0
42750582	0062385437	2016.0
42794706	1502830825	2014.0
24901276	0985547340	2013.0
2799713	0505524090	2000.0
23643463	1491001011	2013.0
24502143	1500738743	2014.0
23594178	1301120189	2013.0
39895498	0990429202	2014.0
24945287	0593549473	2022.0
19058182	1455525189	2013.0
2029501	0142401137	2004.0
18814070	1408834219	2012.0
24952557	1503988562	2016.0
45949484	0399176055	2016.0
26517398	1499291019	2014.0
5728574	977093075X	2008.0
17790487	0062120999	2011.0
6324599	1607060752	2009.0
5114779	1937810631	2012.0
18281165	1611097843	2013.0
19245708	0345545370	2012.0
25337090	1490436529	2014.0
40138964	1477873945	2014.0
42671149	1517687853	2015.0
24346221	1476726094	2013.0
17035474	0983593124	2011.0
21489886	0451466225	2013.0
16805777	0982618492	2012.0
48896020	1473221781	2016.0
19927826	1480089133	2012.0
25389332	0062285661	2014.0
41263669	1942206003	2014.0
16997178	055277667X	2011.0
23676604	1492764167	2013.0
41113081	1499707975	2014.0
22227144	1624300006	2012.0
46188959	150397071X	2016.0
18525322	1846554071	2011.0
18230763	0615781608	2013.0
44997220	147787982X	2015.0
10395196	9777780559	2011.0
22429000	1939416205	2012.0
25526485	0062295047	2014.0
83062	147460157X	2015.0
25894056	1493643274	2013.0
18365634	1986105970	2018.0
20386536	1612183883	2012.0
49343156	1952646049	2016.0
24955642	1938895177	2013.0
22024655	1442436689	2014.0
21842751	1477868062	2014.0
45687875	1522778152	2016.0
44290391	0957652240	2015.0
40357587	0990317013	2014.0
21935161	1480183679	2013.0
50395229	0997426225	2016.0
3275385	0771083858	2009.0
30862334	0375424105	2014.0
19083644	1611099951	2013.0
44738130	1942847009	2015.0
25384470	0345546644	2013.0
39938149	1477873147	2014.0
42386247	1477820884	2015.0
36292766	0992984904	2014.0
120632	0435994115	1978.0
25436407	0670077046	2013.0
627927	0446612774	2003.0
6433885	1442303093	2010.0
24956536	1481406736	2014.0
13194534	6020322114	2015.0
26008568	9774278313	2012.0
25697736	1533093806	2016.0
14808326	159990554X	2012.0
21987208	0988489147	2013.0
3369780	9963610919	2013.0
40715259	0765379295	2017.0
25365963	1492375675	2013.0
14286509	online	2009.0
25596006	1493582488	2013.0
341267	0141319623	2004.0
16163583	0062109375	2011.0
10871526	6500034260	2010.0
41477631	1760111856	2014.0
40847773	9781477849	1998.0
4259766	9791227454	2008.0
19696664	1473615925	2015.0
5778998	9774161890	2009.0
25843086	9770932442	2013.0
19143595	1599909871	2012.0
19051459	1623465206	2012.0
755717	1619865114	2016.0
46189029	150398298X	2016.0
50301699	1786810018	2016.0
6357430	1477857613	2013.0
16610933	0692352856	2015.0
24346742	0373211341	2014.0
24662849	054528418X	2015.0
45436495	1627792414	2015.0
45216688	1514193159	2015.0
40691767	603015060X	2014.0
18591913	1452662606	2013.0
43145292	0986416703	2023.0
16708410	0778315568	2013.0
30833530	1477823476	2014.0
25189752	1491263849	2013.0
1167530	0312347324	2004.0
50278264	1503993701	2016.0
25465053	045147242X	2014.0
24989372	1939962013	2020.0
197869	0984857400	2019.0
19194363	1481004379	2013.0
43454866	1311179038	2014.0
832084	1400032660	2003.0
13667879	1530777224	2010.0
21398040	031619011X	2013.0
2683946	1592642195	2008.0
16807494	2377937071	2020.0
43062786	1477878432	2015.0
13444179	1533107777	2016.0
55232	0743265238	2005.0
24246340	0545597587	2014.0
43082571	1476785635	2016.0
43324379	1310232156	2016.0
23593652	1482319055	2013.0
54007532	0990429253	2016.0
24509684	031625133X	2016.0
22275596	1503950646	2016.0
17371693	0692577793	2015.0
15714317	061551040X	2013.0
19111271	1599909863	2012.0
7893082	067972205X	1989.0
21447897	0615840841	2013.0
2277408	1886778531	2004.0
40780371	1506119719	2015.0
48273790	1910751715	2016.0
25370670	1500749753	2014.0
17594985	1300330368	2013.0
21464713	195132918X	2020.0
19165758	1728205476	2019.0
16736232	1938404017	2012.0
26911537	2226376577	2013.0
17441876	0692619348	2016.0
19268425	1939276020	2012.0
4616266	6020310183	2014.0
28204900	0692208879	2014.0
3532508	110528171X	2012.0
23628709	148261376X	2013.0
26694375	1310501599	2015.0
21932121	1493729454	2013.0
21474681	1480141283	2012.0
22380673	0451468279	2014.0
25435355	1493626655	2013.0
44211483	147788081X	2015.0
42465462	0988982951	2014.0
19147213	1406365467	2015.0
17954144	1105568776	2011.0
26171345	1477898824	2014.0
44874884	150391187X	2015.0
18309264	0062330594	2015.0
2024704	1773234579	2019.0
3976550	1611096979	2012.0
20713994	1477679995	2012.0
40227944	1473212499	2015.0
21848004	1477849297	2003.0
41391574	1978167768	2014.0
41347747	1500110736	2014.0
46196139	150398561X	2016.0
14610992	977795123X	2012.0
17903513	1466415150	2011.0
21983905	1481056557	2012.0
12909181	1401323901	2011.0
43644221	0990429210	2015.0
25197486	150390217X	2015.0
25389285	149236522X	2013.0
15197369	1458186180	2011.0
13410545	1470088282	2012.0
22004557	1477878009	2015.0
22010619	9710573659	2013.0
15702658	1937041034	2011.0
21885940	0529238691	2011.0
21489210	1611090865	2013.0
6683959	006194100X	2009.0
6229996	0670020869	2009.0
50722999	1682307557	2016.0
22937956	1484920066	2013.0
2555447	0743296885	2007.0
856346	014303569X	2006.0
42913619	172919558X	2018.0
18329307	9775153093	2011.0
41130420	0990317048	2017.0
16903753	9776337589	2012.0
26121313	1250058236	2014.0
16873088	0988450984	2019.0
51437887	0996135669	2016.0
21819093	0988474409	2012.0
130686	0099682419	1996.0
47198573	150398995X	2016.0
42397220	0062391747	2016.0
26694387	149973171X	2014.0
45654942	0008168482	2015.0
40711672	1250063272	2014.0
13722925	0805204180	1976.0
24074646	9777780591	2000.0
16280157	2756411140	2014.0
423167	0812984137	2014.0
22017733	9992195843	2013.0
15353639	1530777305	2011.0
24241548	1484931963	2013.0
24162956	1482066300	2013.0
26144200	1477867406	2014.0
16166069	1466398167	2011.0
13292213	0982611935	2010.0
21461918	0425267806	2013.0
41917394	1455591807	2015.0
25166874	148140976X	2015.0
50875566	1535036575	2016.0
44765261	1503999831	2015.0
40721190	0553392115	2014.0
18926221	0316404152	2014.0
3032953	0440203856	1989.0
25692101	1494282011	2013.0
14985850	9777780583	2009.0
22017575	9992195754	2012.0
2820344	038077013X	2003.0
15506975	1442085037	2011.0
44074400	1474600182	2015.0
18329688	9778240627	2000.0
21880142	0802736106	2014.0
23753691	0399167595	2013.0
16179287	1515441571	2019.0
45363962	1512273996	2015.0
42492108	1501102036	2015.0
24034716	0062267884	2013.0
23851721	1493752650	2013.0
25364368	1628780061	2013.0
6584446	online	2004.0
45357589	1517687462	2015.0
45800086	1530496195	2016.0
18358443	1468013491	2011.0
7087982	0385423357	1997.0
19028216	1480257540	2012.0
6808964	9778200238	2009.0
17617275	1468187953	2011.0
24496290	1543642721	2009.0
